text,created_at,geo,lang,place,coordinates,user.favourites_count,user.statuses_count,user.description,user.location,user.id,user.created_at,user.verified,user.following,user.url,user.listed_count,user.followers_count,user.default_profile_image,user.utc_offset,user.friends_count,user.default_profile,user.name,user.lang,user.screen_name,user.geo_enabled,user.profile_background_color,user.profile_image_url,user.time_zone,id,favorite_count,retweeted,source,favorited,retweet_count
"@AzmiShabana Aaaaaaaaaaaa 😱 
That was so scary 😱 

aaaaaaaaaaaaaaaaaaaaa 😱 
Its even scarier without the audio 😱 

Jawab mila?

#CAASupport",2019-12-19 14:49:26,,en,,,29196,10691,"Engineer, Banker, Social entrepreneur, Authorpreneur. Proud Indian & Hindu",India,753711967244685312,2016-07-14 22:05:11,FALSE,FALSE,,4,2779,FALSE,,703,TRUE,Devi Prasad Rao 🇮🇳,,DPRArohana,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/753863695831212032/Qr5jNoTJ_normal.jpg,,1207674305569574912,0,FALSE,Twitter Web App,FALSE,0
#CAASupport,2019-12-19 14:49:26,,und,,,2759,1266,,,393474335,2011-10-18 15:55:57,FALSE,FALSE,,0,11,FALSE,,122,TRUE,SUJITH RAVI,,sujithravi_84,FALSE,C0DEED,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1207674306404204556,0,FALSE,Twitter for Android,FALSE,0
@narendramodi g ki sarkar me ese bill pass hote hain ki sare log apne apne bil se bahar a zate hain..🤣🤣🤣… https://t.co/r6RZIMW05p,2019-12-19 14:49:28,,hi,,,2541,551,like a blowing wind😍,"New Delhi, India",817777439086612480,2017-01-07 16:58:29,FALSE,FALSE,,0,81,FALSE,,105,TRUE,ayushi agrawal,,uniqueayuc,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1164160914037170176/RWfBGl0P_normal.jpg,,1207674311701610497,0,FALSE,Twitter for Android,FALSE,0
क्यों गोली मारो? Criminals should be punished as per law of the land. Its not Pakistan kind of administration!!,2019-12-19 14:49:28,,en,,,6483,4722,"Banarasi by heart, from Jamia, Yogi, Software Developer, Cricket Passionate, Into the Politics & Social Issues.
An athiest who love to shout Har Har Mahadev","Bengaluru, India",3187392344,2015-05-07 6:51:58,FALSE,FALSE,,1,109,FALSE,,534,TRUE,Aman Singh,,superaman_singh,FALSE,C0DEED,http://pbs.twimg.com/profile_images/1095302612948152320/rsGEp0w7_normal.jpg,,1207674312561496069,0,FALSE,Twitter for Android,FALSE,0
"CAA and NRC are not anti-constitutional
Violence is anti constitutional
Gathering in 144, Burning public property,… https://t.co/rKt0GCHtRO",2019-12-19 14:49:30,,en,,,16,32,"Octave of Chemical Engineering loaded with the musical humanity alongwith kind, peaceful and optimistic operations.",Gurgaon,1470167072,2013-05-30 16:43:06,FALSE,FALSE,,0,1,FALSE,,17,FALSE,Yashasvi Sharma,,yashasvi04,FALSE,0,http://pbs.twimg.com/profile_images/826763647133184000/YgF1RqL-_normal.jpg,,1207674320509685760,0,FALSE,Twitter Web App,FALSE,0
"@ImAbhiRjput सरकार को केवल वोट देकर खाली हो जाना सही नहीं है , राष्ट्रहित में  सड़क पर आना ही पड़ता है ।

#CAASupport",2019-12-19 14:49:30,,hi,,,2683,752,🚩🚩 Nationalist 🇮🇳 🇮🇳  ।। interested in politics and scientific Technology ।।  and interested in playing cricket  ।। and reading historical books.,,1173819955394969600,2019-09-17 4:45:09,FALSE,FALSE,,0,36,FALSE,,25,TRUE,Kumar Umesh,,UmeshKu15158067,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1206983703970238464/6idIgV0J_normal.jpg,,1207674320715223042,0,FALSE,Twitter for Android,FALSE,0
"Now a days Police should also fallow this method. 
#CAASupport #CABProtests #IsupportCAB2019AndNRC https://t.co/w7NyrmF4UG",2019-12-19 14:49:30,,en,,,1170,617,in search of ancient BHARATA,India,132707184,2010-04-14 0:00:52,FALSE,FALSE,,1,64,FALSE,,228,FALSE,Rakesh 🇮🇳,,RakeshAwaradi,FALSE,131516,http://pbs.twimg.com/profile_images/652912693137924096/XWusPNZb_normal.jpg,,1207674321658880001,0,FALSE,Twitter for Android,FALSE,0
"Get yourself educated.
It cnt be clearer.
#IndiaSupportsCAA #CAASupport #SouravGanguly",2019-12-19 14:49:32,,en,,,280,4688,"I am not your regular professional, an avid traveler & Photographer, likes to explore and can go to any extent, travel that extra little and get a perfect shot.",New Delhi,119366306,2010-03-03 12:34:40,FALSE,FALSE,http://bharath-srinivasan.daportfolio.com,11,174,FALSE,,210,FALSE,S.Bharath,,bharath_leonard,TRUE,92A17A,http://pbs.twimg.com/profile_images/729639900/Bharath_copy_normal.jpg,,1207674330974445569,0,FALSE,Twitter for Android,FALSE,0
"Ab thodi na bolenge sir koi bhi Bollywood waale aur naklideshbhakts.
#ISupportCAA 
#CAA_NRC",2019-12-19 14:49:34,,et,,,1285,106,"|writer |student | feminist |
Indian |",India,1200794004574498819,2019-11-30 15:10:12,FALSE,FALSE,,0,18,FALSE,,151,TRUE,Aakanksha Shukla,,Akkuwrites,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1203531907520028673/MNd2htOo_normal.jpg,,1207674336716476416,0,FALSE,Twitter for Android,FALSE,0
@OpIndia_com @rsprasad @OfficeOfRSP Take Action #IsupportPayalRohatgi #ISupportCAA #ISupportCAB #NRCBill_जल्दी_लाओ,2019-12-19 14:49:36,,en,,,11543,615,steping ahead,,273970901,2011-03-29 13:43:51,FALSE,FALSE,,0,21,FALSE,,155,TRUE,chethan,,chethanrgowda,FALSE,C0DEED,http://pbs.twimg.com/profile_images/788116952849932288/5Y1rBlWl_normal.jpg,,1207674348707962882,0,FALSE,Twitter for iPhone,FALSE,0
The #Myth V/S #Truth #IndiawithCAB2019 #CAASupport #CitizenshipAmmendmentAct https://t.co/ANDt13TdZC,2019-12-19 14:49:37,,en,"Place(full_name='New Delhi, India', id='317fcc4b21a604d5', url='https://api.twitter.com/1.1/geo/id/317fcc4b21a604d5.json', _api=None, country_code='IN', place_type='city', country='India', name='New Delhi', bounding_box=BoundingBox(type='Polygon', coordinates=[[[76.84252, 28.397657], [76.84252, 28.879322], [77.347652, 28.879322], [77.347652, 28.397657]]], _api=None), attributes={})",,4329,20231,#BJPLeader #Entrepreneur #6Sigma #Columnist #Spokesperson #MediaCeleb #Xavierian/ Follwed by PM | http://Fb.com/vaibhav.tiger / http://LinkedIn.com/in/vaibhavbb,India,418926544,2011-11-22 18:52:47,FALSE,FALSE,https://www.VaibhavAggarwal.com,124,54783,FALSE,,1296,FALSE,VAIBHAV Aggarwal,,thevaibhavag,TRUE,C0DEED,http://pbs.twimg.com/profile_images/1158958789497769985/nTWRKhbu_normal.jpg,,1207674352206065664,0,FALSE,Twitter for iPhone,FALSE,0
"@AskAnshul Bhai amir khan ko tag krte
Ab sab chup rhenge kyoki abhi inko dar nhi lag rha hoga ye log is hinsa ko su… https://t.co/CsKRpPHsv3",2019-12-19 14:49:38,,hi,,,107,4,nothing special,,1200788701552377857,2019-11-30 14:48:40,FALSE,FALSE,,0,1,FALSE,,25,TRUE,Bhavesh Semlya,,SemlyaBhavesh,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1200788933455466496/BsjhVc6H_normal.jpg,,1207674354298957826,0,FALSE,Twitter for Android,FALSE,0
#ISupportCAA https://t.co/IQiJKsVgLK,2019-12-19 14:49:38,,und,,,53,32,,,1207632455890436096,2019-12-19 12:03:42,FALSE,FALSE,,0,0,FALSE,,73,TRUE,Vivan,,Vivan62320392,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1207663611226681344/7VNO_rK-_normal.jpg,,1207674356089937920,0,FALSE,Twitter for Android,FALSE,0
"सब चमचों को #CAA का मतलब पता नहीं है
मगर
मोदी जी लाए हे इसी लिए विरोध करना है
#CAASupport",2019-12-19 14:49:39,,hi,,,1214,385,🇮🇳vande matram 🇮🇳,India,1109094209322135552,2019-03-22 14:07:20,FALSE,FALSE,,0,60,FALSE,,218,TRUE,JaYRaJ (क्षत्रिय हिन्दू) 🚩🚩🚩,,JayrajVala13,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1202197643167879168/vx7VG5HJ_normal.jpg,,1207674358719827970,0,FALSE,Twitter for Android,FALSE,0
#CAASupport #ISupportCAA #ISupportCAB #ISupportNRC #IsupportCAB2019AndNRC,2019-12-19 14:49:39,,und,,,1252,82,"Mechanical Engineer 🗡️ ⚔️  🔯 सनातनी हिन्दू 💪 ☮️ हरि अनंत हरि कथा अनंता। कहहिं सुनहिं बहुबिधि सब संता॥ 🕉️
| NaMo Supporter |","Sanganer, Jaipur Rajasthan",819932861323214848,2017-01-13 15:43:22,FALSE,FALSE,,0,20,FALSE,,215,TRUE,Prabhakar Thakur,,Prabhakr_18,TRUE,F5F8FA,http://pbs.twimg.com/profile_images/1206065464566108161/8GldORLb_normal.jpg,,1207674359818719233,0,FALSE,Twitter for Android,FALSE,0
#IndiaSupportsCAA #Section144 #CAASupport #NRC_CAA,2019-12-19 14:49:39,,und,,,922,515,"हिन्दी  हिन्दू  हिन्दुस्तान
Vindictive ; Democrat. Against Corruption. 
Religion: INDIAN
Don't follow BJP or INC blindly.",,840250240028557314,2017-03-10 17:17:23,FALSE,FALSE,,0,21,FALSE,,76,TRUE,Prabhat Vishnoi 💎,,PrabhatVishnoi7,FALSE,F5F8FA,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1207674361429274625,0,FALSE,Twitter Web App,FALSE,0
"Don't avoid, reach there in large number, show ur strength, scare them, surprise them that hindus are gutsy !",2019-12-19 14:49:41,,en,,,22806,52136,"Soldier , Guard of Hinduism and Army Brat",,3017439571,2015-02-12 13:18:11,FALSE,FALSE,,0,385,FALSE,,2117,FALSE,मणिकंठ नायर (जय श्रीराम!) 🇮🇳,,Hindu108,FALSE,0,http://pbs.twimg.com/profile_images/1160092617440280576/nfzgQX6G_normal.jpg,,1207674367372599296,0,FALSE,Twitter for Android,FALSE,0
"इनके जैसी हजारों मासूम बच्चियां, जो गैर मुल्कों में बुरी नीयत का शिकार होती हैं, वो अपने वतन लौट पांएगी!😊🙏… https://t.co/ZHW7l0dycT",2019-12-19 14:49:41,,hi,,,6599,8303,"|| अहं ब्रह्मास्मि || 
Lawyer in making.",भारत,3122329453,2015-04-01 0:51:07,FALSE,FALSE,,21,978,FALSE,,232,FALSE,Shubham Pandey,,ishubhamm,TRUE,0,http://pbs.twimg.com/profile_images/1206434779194769473/bgz27rCa_normal.jpg,,1207674367712407553,0,FALSE,Twitter Web App,FALSE,0
"બધાના લોહીમાં કંઇક ને કંઇક હોય
અમુકના લોહીમાં પથ્થરમારો કરવાનું જ હોય છે...
#WeSupportGujaratPolice
#CAASupport",2019-12-19 14:49:42,,gu,,,9245,7044,મગજ તો મજબૂરી માં છટકી જાય છે વાલા નહીં તો દીલ તો રાજપુત 👑પાસે પણ હોય છે #rajputboy 🦁 #nationfirst 🇮🇳 Works At #Gj18 😎,GJ તેર નો પડે ફેર,1721867713,2013-09-02 9:50:32,FALSE,FALSE,,4,1403,FALSE,,339,TRUE,👑 चालुक्य वंश 👑,,chalukya_vansh,FALSE,C0DEED,http://pbs.twimg.com/profile_images/903843879740420096/2wE-G5OH_normal.jpg,,1207674371055214593,0,FALSE,Twitter for Android,FALSE,0
"Will you vote for BJP in 2024?
#polloftheday #CAAProtestors #CAASupport #CitizenshipAmmendmentAct #NRCBill_जल्दी_लाओ #",2019-12-19 14:49:43,,en,"Place(full_name='Indore, India', id='4a00f902bee39847', url='https://api.twitter.com/1.1/geo/id/4a00f902bee39847.json', _api=None, country_code='IN', place_type='city', country='India', name='Indore', bounding_box=BoundingBox(type='Polygon', coordinates=[[[75.690789, 22.525584], [75.690789, 22.817381], [76.245579, 22.817381], [76.245579, 22.525584]]], _api=None), attributes={})",,1058,252,"Street and Nature Photographer.
#Foodie.
Captures the world with #Oneplus 7 pro.","Indore, India",847358807764226048,2017-03-30 8:04:17,FALSE,FALSE,,0,43,FALSE,,113,TRUE,HARSH DWIVEDI,,HARSH_O_GRAPHY,TRUE,F5F8FA,http://pbs.twimg.com/profile_images/1180513767991455749/I2vY8QCd_normal.jpg,,1207674375346016257,0,FALSE,Twitter for Android,FALSE,0
"This is the reality. 
#CAASupport",2019-12-19 14:49:43,,en,,,421,118,My Nation is at it's best level. Jai Hind,"Vadodara, Gujarat,India",118330602,2010-02-28 9:40:01,FALSE,FALSE,https://www.facebook.com/amitbrahmbhattphotography,0,59,FALSE,,85,FALSE,amitbrahmbhatt,,amitbrahmbhatt7,TRUE,0,http://pbs.twimg.com/profile_images/1158815624891527169/Aq6sZfl6_normal.jpg,,1207674375450873857,0,FALSE,Twitter for Android,FALSE,0
"@ANI Shakal se student nahi aatankvadi lag raha he

#CAASupport",2019-12-19 14:49:44,,hi,,,10,8,ગુજરાત ને સુંદર અને હરિયાળું બનાવવાનું લક્ષ્ય,,1201749206437941248,2019-12-03 6:25:28,FALSE,FALSE,,0,3,FALSE,,16,TRUE,સુંદર ગુજરાત,,sundargujrat,FALSE,F5F8FA,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1207674380068835330,0,FALSE,Twitter for Android,FALSE,0
"Wake up Hindus , Wake up!!
Desh ko har baar MODI nahi bachayega!

#CAASupport #CitizenshipAmmendmentAct #CAA_NRC",2019-12-19 14:49:45,,hi,,,2510,6872,Cricket| Gurgaon| Jaipur| Kohlified| Engineer| F. R. I. E. N. D. S. forever| Finance| Trades Lover| Chart Reader| Political Debate| Tea|,,2540917064,2014-06-02 7:04:35,FALSE,FALSE,,0,65,FALSE,,477,TRUE,100rab,,BatwadaSaurabh,FALSE,C0DEED,http://pbs.twimg.com/profile_images/1188858730785329155/LtNDLow1_normal.jpg,,1207674383080337409,0,FALSE,Twitter Web App,FALSE,0
Big salute to u tanveer ahmed sir🙏,2019-12-19 14:49:45,,en,,,17453,407,Live Love Laugh,Mirzapur cum Vindhyanchal,713590684435947520,2016-03-26 4:57:31,FALSE,FALSE,,3,76,FALSE,,203,TRUE,Raman Mishra,,raman_sjm,TRUE,F5F8FA,http://pbs.twimg.com/profile_images/1051311912279916545/W0dOphzC_normal.jpg,,1207674383701024770,0,FALSE,Twitter Web App,FALSE,0
"If you had ever believed India is your country, you might have never destroyed your country and it's properties.… https://t.co/LPpLYVel3Z",2019-12-19 14:49:45,,en,,,918,10846,"#IndiaFirst
📈📊 Share Market Beginner & Enthusiast.",India,110949614,2010-02-03 9:20:41,FALSE,FALSE,,15,214,FALSE,,336,FALSE,Anil Yadav 🇮🇳,,ActiWitty,FALSE,131516,http://pbs.twimg.com/profile_images/378800000708028769/035c146561401c99edb6ac7d5adb5972_normal.jpeg,,1207674383894024192,0,FALSE,Twitter for Android,FALSE,0
This is war. #CAASupport,2019-12-19 14:49:46,,en,,,56,8489,"A traveller in a crowd of tourists.

RTs are not endorsements",,32378809,2009-04-17 12:05:13,FALSE,FALSE,,1,37,FALSE,,343,TRUE,ਮਿਲਿੰਦ,,dnilim,FALSE,C0DEED,http://pbs.twimg.com/profile_images/657563491813822465/1JS6wnf__normal.jpg,,1207674388579045376,0,FALSE,Twitter for Android,FALSE,0
"देश के 125 करोड़ जनता से मेरा
एक सवाल
कश्मीर में 1990 हिन्दुओ को खदेड़ा गया था तब ये फर्जी गांधी परिवार ने विरोध प्… https://t.co/wESnOjTPm3",2019-12-19 14:49:46,,hi,,,2277,483,🇮🇳🚩अखंड भारत भगवामय🚩 🇮🇳भारत माता की जय🇮🇳 गर्व से कहो हम हिन्दू हैं! जय श्री राम 🚩#टीम_पं_नेतन्याहू ।,,1181481525906264070,2019-10-08 8:09:15,FALSE,FALSE,,1,1513,FALSE,,1493,TRUE,Ajay Yadav TPN,,Aj_Bhopali_,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1205102616406970368/PgVIJnW5_normal.jpg,,1207674390005063681,0,FALSE,Twitter for Android,FALSE,0
Thanks to bjp govt,2019-12-19 14:49:46,,en,"Place(full_name='Jaipur, India', id='3f08724493b18d74', url='https://api.twitter.com/1.1/geo/id/3f08724493b18d74.json', _api=None, country_code='IN', place_type='city', country='India', name='Jaipur', bounding_box=BoundingBox(type='Polygon', coordinates=[[[75.497997, 26.800561], [75.497997, 27.018805], [75.997045, 27.018805], [75.997045, 26.800561]]], _api=None), attributes={})",,1746,1527,,"Jaipur, India",3265012483,2015-07-01 19:41:09,FALSE,FALSE,,0,67,FALSE,,219,TRUE,ankit singh,,Asb250890Singh,TRUE,C0DEED,http://pbs.twimg.com/profile_images/1155555975388024832/U6F6iDa5_normal.jpg,,1207674390453854211,0,FALSE,Twitter for Android,FALSE,0
"Good decision... 🙏👍
#CAASupport #Section144 #lucknowprotest",2019-12-19 14:49:50,,en,,,4293,19954,"A girl who loves to enjoy every moment of her life... A Senior Software Engineer, Socialist and Patriotic that's all what my bio-data is...",Mumbai,1070254730,2013-01-08 7:37:11,FALSE,FALSE,,45,3546,FALSE,,169,FALSE,Pakhi Shukla,,pakhishukla21,FALSE,C0DEED,http://pbs.twimg.com/profile_images/909059431505182721/qcQBlLWN_normal.jpg,,1207674404748046337,0,FALSE,Twitter for Android,FALSE,0
"बहुसंख्यक है जो वहां क्यों यहाँ आकर अल्पसंख्यक बनान चाहते है यहाँ 
-सचिन भावसार

जवाब दो

I am against Ghajwa-E-Hin… https://t.co/GlrQ4GR1qy",2019-12-19 14:49:51,,und,,,310,4376,An Indian (एक हिंदुस्तानी),,801087671590227968,2016-11-22 15:39:19,FALSE,FALSE,,0,43,FALSE,,82,TRUE,Sachin Bhawsar,,SachinBhawsar16,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/801089064308916226/Ub1Pyp8H_normal.jpg,,1207674411115012096,0,FALSE,Twitter Web App,FALSE,0
"These thugs don't know what's #CAB but yet they are protesting..

Thanks to govt that made to show how these people… https://t.co/DeiqlF0psI",2019-12-19 14:49:51,,en,,,1164,638,"Nationalistic,
Patriotic,
Hater of fake liberals and leftist.
Staunch Hindu 
Jai Hindu Rastra..",India,801129587199643648,2016-11-22 18:25:52,FALSE,FALSE,,0,14,FALSE,,55,TRUE,ShivaRamaKrishna,,ReturnOfKesari,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1203952355298795522/yTiD7uSC_normal.jpg,,1207674411899338754,0,FALSE,Twitter for Android,FALSE,0
#ISupportCAA,2019-12-19 14:49:52,,und,,,19729,5544,Disillusioned Dentist | പട്ടർ | यतो धर्मस्ततो जयः।,"തിരോന്തോരം, भारतवर्षं",525384436,2012-03-15 13:45:33,FALSE,FALSE,,0,249,FALSE,,450,FALSE,Dr. Shyam. S,,dr_jipmu,FALSE,0,http://pbs.twimg.com/profile_images/1178348712499658752/O3Ft6M49_normal.jpg,,1207674412654374915,0,FALSE,Twitter for Android,FALSE,0
#IndiaSupportsCAA #CAASupport #NRC_CAB #CAAProtest #StopTheRiot I am a Sikh. My nana and his family were victims of… https://t.co/5zFCaVg694,2019-12-19 14:49:53,,en,,,22,7,,Mumbai,1200035528680210432,2019-11-28 12:55:58,FALSE,FALSE,http://ezeecreative.wordpress.com,0,0,FALSE,,2,TRUE,Content Marketing Strategist.,,EzeeCreative,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1205196875277598720/3RFG9X9o_normal.jpg,,1207674416643104768,0,FALSE,Twitter for Android,FALSE,0
"@Nkhan_6368 @Moveen17134350 @VifulKatiyarAds @Real_Anuj Tum nehru jese nikkame aadmi
Mai bhagat Singh Jesa nyara hu… https://t.co/Ppv0dh2Spc",2019-12-19 14:49:53,,hi,,,278,230,"RSS
proud to be Indian and Sanatani❤️
Jai shree ram🙏","Mirzapur-Vindhyachal, India",1201130209124077569,2019-12-01 13:25:46,FALSE,FALSE,,0,8,FALSE,,85,TRUE,Kaysnow,,Kaysnow72294682,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1205493164817178624/Z3qrtfsU_normal.jpg,,1207674419038097408,0,FALSE,Twitter for Android,FALSE,0
"@yadavakhilesh जी कम से कम अपने कार्यकर्ताओ को तो पूरी तैयारी के साथ दंगा भड़काने पहुँचाया कीजिए? 

बीच वाली क्लिप… https://t.co/wAheZpK5Nt",2019-12-19 14:49:54,,hi,,,8618,4406,चिन्तया जायते दुःखं नान्यथेहेति निश्चयी। तया हीनः सुखी शान्तः सर्वत्र गलितस्पृहः॥,Sagar m.p,2546594157,2014-05-14 4:46:20,FALSE,FALSE,,0,33,FALSE,,99,FALSE,Manish Diwan✊,,manishdiwan5,TRUE,0,http://pbs.twimg.com/profile_images/1113661729894875137/PALmFsvv_normal.jpg,,1207674420644454403,0,FALSE,Twitter for Android,FALSE,0
@MrutyunjayNJ @RamapriyaIyer @BDUTT @sardesairajdeep just incase U missed this one #CAASupport,2019-12-19 14:49:56,,en,,,115581,122739,"Let's Work Together To Transform 🇮🇳, Avid Sports Enthusiast, Prefer To Share Positives About India : INDIA means ❤️ Views Personal, Love Zinfandel 🥂","New Delhi, India",1588054626,2013-07-12 9:42:48,FALSE,FALSE,,65,752,FALSE,,423,TRUE,B S B,,Road2India,TRUE,C0DEED,http://pbs.twimg.com/profile_images/1204586392111611904/YRAfp4iy_normal.jpg,,1207674429918138368,0,FALSE,Twitter for iPhone,FALSE,0
@medhanarmada #CAASupport  सुना है तुमको धक्के मार के निकल दिए दिल्ली से। दिलको बड़ा सुकून मिला। और इतनी ही एक्टिवि… https://t.co/FmhIni2fYQ,2019-12-19 14:49:58,,hi,,,2917,1166,"Ultimate traveler, enthusiastic chemical Engineer,  hardcore hindusthani, Project me site pe rehata hu so dont mess with me.","Pune, India",270979494,2011-03-23 16:31:05,FALSE,FALSE,,0,25,FALSE,,239,TRUE,Amol Magadum,,born_on_fri13th,TRUE,C0DEED,http://pbs.twimg.com/profile_images/845678701257752576/7RC-MAoM_normal.jpg,,1207674440936566785,0,FALSE,Twitter for Android,FALSE,0
#CAASupport,2019-12-19 14:50:00,,und,,,0,2,,,820937014321160192,2017-01-16 10:13:31,FALSE,FALSE,,0,1,FALSE,,0,TRUE,Ashish Ranjan deshbhagt,,ashishdharway,FALSE,F5F8FA,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1207674445634134016,0,FALSE,Twitter for Android,FALSE,0
"oppose karne wale students boodhe, mand buddhi, kalank hain. Indirectly Inke reaction me bjp next election bhi jeetegi. #CAASupport",2019-12-19 14:50:00,,en,,,151,78,,,789606500,2012-08-29 15:46:50,FALSE,FALSE,,0,21,FALSE,,53,TRUE,parijat tripathi,,sparijatt,FALSE,C0DEED,http://pbs.twimg.com/profile_images/1191720105991737344/t_d_mZAs_normal.jpg,,1207674446099681281,0,FALSE,Twitter for Android,FALSE,0
#MeToo......,2019-12-19 14:50:00,,und,,,4804,7114,"MOTHERLAND COMES FIRST., ALWAYS & FOREVER. #AkhandBharatDreamer, Nationalist, भगवा रगं नहीं, भगवा पहचान हैं मेरी ।",मातृभूमि और कर्मभूमि....।।।,1048746764,2012-12-30 20:26:36,FALSE,FALSE,,1,84,FALSE,,269,TRUE,VIPUL SHARMA (#SanatanDharma),,VipulSh44424905,FALSE,C0DEED,http://pbs.twimg.com/profile_images/1182961158040387585/cozak3-l_normal.jpg,,1207674446863056899,0,FALSE,Twitter for Android,FALSE,0
Shoot at sight orders also won't be bad for you these jihadis #ISupportCAA,2019-12-19 14:50:00,,en,,,3170,33272,"Zaroori hai?? To follow kar, samajh jayega. 

MODI JI for 2019. 
Keep working",in your mind right now,296266340,2011-05-10 13:35:47,FALSE,FALSE,,22,543,FALSE,,994,FALSE,Mayur Jain 🇮🇳,,frendmtweets,FALSE,4A913C,http://pbs.twimg.com/profile_images/1065843718836473856/tMRjIS3R_normal.jpg,,1207674449102856193,0,FALSE,Twitter for Android,FALSE,0
@AdityaRajKaul #CAASupport,2019-12-19 14:50:01,,und,,,6168,677,Not a Pretender! 👊,"New Delhi, India",4290144973,2015-11-19 13:08:08,FALSE,FALSE,http://instagram.com/sumit_k_bayal,0,32,FALSE,,94,TRUE,Sumit Bayal,,sumit_bayal,TRUE,C0DEED,http://pbs.twimg.com/profile_images/883913728701468676/4odMq_rA_normal.jpg,,1207674449891344384,0,FALSE,Twitter for Android,FALSE,0
#caasupport protesters are holding Indian flag and burning the Indian property. What a proud movement.!,2019-12-19 14:50:03,,en,,,66,2004,I’m at the point where I’m so used to everything. I don’t even care anymore.,Mumbai,380702710,2011-09-27 2:45:53,FALSE,FALSE,http://www.facebook.com/ankit9100,6,63,FALSE,,930,FALSE,Ankit Mishra,,ankit9100,TRUE,642D8B,http://pbs.twimg.com/profile_images/1160928797845118976/5D2ztUYe_normal.jpg,,1207674461736099846,0,FALSE,Twitter for Android,FALSE,0
"@ViralDeshmukh07 सरकार को केवल वोट देकर खाली हो जाना सही नहीं है , राष्ट्रहित में  सड़क पर आना ही पड़ता है ।

#CAASupport",2019-12-19 14:50:03,,hi,,,2684,753,🚩🚩 Nationalist 🇮🇳 🇮🇳  ।। interested in politics and scientific Technology ।।  and interested in playing cricket  ।। and reading historical books.,,1173819955394969600,2019-09-17 4:45:09,FALSE,FALSE,,0,36,FALSE,,25,TRUE,Kumar Umesh,,UmeshKu15158067,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1206983703970238464/6idIgV0J_normal.jpg,,1207674462147162113,0,FALSE,Twitter for Android,FALSE,0
They had come for protest but blocked the road for their Namaz even though the Mosque was at a whistle away! Finall… https://t.co/aAHF3i9i9W,2019-12-19 14:50:04,,en,"Place(full_name='Deoghar, India', id='6e78238c09189c24', url='https://api.twitter.com/1.1/geo/id/6e78238c09189c24.json', _api=None, country_code='IN', place_type='city', country='India', name='Deoghar', bounding_box=BoundingBox(type='Polygon', coordinates=[[[86.458396, 24.044596], [86.458396, 24.620617], [87.071203, 24.620617], [87.071203, 24.044596]]], _api=None), attributes={})",,4163,15364,"Official Account Of Mr.Uday Kumar (The Poet) Koi Deewana Kehta Hai ,Koi Pagal Samajhta Hai ,Magar Dharti Ki Bechaini Ko Bas Badal Samajhtha Hai #UdayKumar","Deoghar, Jharkhand, India ",1107440553153593344,2019-03-18 0:36:17,FALSE,FALSE,http://instagram.com/udaykumar0576,0,2538,FALSE,,5005,TRUE,UDAY KUMAR [ BHARATIYA JANATA PARTY DEOGHAR ]B.J.P,,udaykumar0576,TRUE,F5F8FA,http://pbs.twimg.com/profile_images/1205105141793218561/U8GCTpEf_normal.jpg,,1207674465166999558,0,FALSE,Twitter for Android,FALSE,0
"@AamAadmiParty  ke neta @ArvindKejriwal agle election mien thappad ki jagah laat khane ki taiyari karte hue. 
Sabhi… https://t.co/50Q4mOugBJ",2019-12-19 14:50:06,,hi,,,267,161,"Indian 🇮🇳
Budding Digital Marketer 🙏","New Delhi, India",241096002,2011-01-21 13:06:17,FALSE,FALSE,,0,164,FALSE,,37,TRUE,Ashish upadhyay,,ashishji1997,FALSE,C0DEED,http://pbs.twimg.com/profile_images/1190206874857213956/y2kOKxnp_normal.jpg,,1207674472972640262,0,FALSE,Twitter for Android,FALSE,0
"@yadavakhilesh आप हिंसा फैलाओ और सरकार कदम न उठाएँ ।

#CAASupport",2019-12-19 14:50:07,,hi,,,3099,3053,,"Patna, India",1177423619770601472,2019-09-27 3:24:14,FALSE,FALSE,,0,152,FALSE,,301,TRUE,तरूण कुमार,,TarunKu72827486,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1206780255928823808/_onzYqkg_normal.jpg,,1207674477313703936,0,FALSE,Twitter for Android,FALSE,0
