,text,created_at,geo,lang,place,coordinates,user.favourites_count,user.statuses_count,user.description,user.location,user.id,user.created_at,user.verified,user.following,user.url,user.listed_count,user.followers_count,user.default_profile_image,user.utc_offset,user.friends_count,user.default_profile,user.name,user.lang,user.screen_name,user.geo_enabled,user.profile_background_color,user.profile_image_url,user.time_zone,id,favorite_count,retweeted,source,favorited,retweet_count,tokenized_text,token_texts,no_of_question_marks,no_of_exclamation_marks,no_of_hashtags,no_of_mentions,no_of_urls,cleaned_text,no_of_colon_marks,no_of_words
353,@nsthakur70 200 रुपये भी हो जाए तो भी कोई नहीं #ISupportCAA,19-12-2019 14:48,,hi,,,417380,459042,"भारत माता की जय  Live & Die for Nation. Nothing more Stupendous. 
I m because of my Nation",BHARAT,151145107,02-06-2010 18:26,FALSE,FALSE,,255,7548,FALSE,,3074,TRUE,SANDEEP,,samgold21,FALSE,C0DEED,http://pbs.twimg.com/profile_images/1032831718259154944/xz4SfYH2_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['@nsthakur70', '200', 'र', 'ु', 'पय', 'े', 'भ', 'ी', 'ह', 'ो', 'ज', 'ा', 'ए', 'त', 'ो', 'भ', 'ी', 'क', 'ो', 'ई', 'नह', 'ी', 'ं', '#ISupportCAA']","['@nsthakur70', '200', 'र', 'ु', 'पय', 'े', 'भ', 'ी', 'ह', 'ो', 'ज', 'ा', 'ए', 'त', 'ो', 'भ', 'ी', 'क', 'ो', 'ई', 'नह', 'ी', 'ं', '#ISupportCAA']",0,0,1,1,0, 200 रुपये भी हो जाए तो भी कोई नहीं ISupportCAA,0,13
354,"Thanks Modi ji 
Thanks BJP 
#CAASupport",19-12-2019 14:48,,en,,,9668,6725,Journalist,,1.19E+18,21-10-2019 16:26,FALSE,FALSE,,0,642,FALSE,,853,TRUE,mr shivaji,,mrshivaji8,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1201453619272282112/h9T_jB19_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['Thanks', 'Modi', 'ji', 'Thanks', 'BJP', '#CAASupport']","['Thanks', 'Modi', 'ji', 'Thanks', 'BJP', '#CAASupport']",0,0,1,0,0,"Thanks Modi ji 
Thanks BJP 
CAASupport",0,6
355,"https://t.co/RmVHQy1B92
#CAASupport 
#CAB_NRC",19-12-2019 14:48,,und,,,1919,1145,namaz rooza zakat darood,,1.08E+18,19-12-2018 11:54,FALSE,FALSE,,0,10,FALSE,,87,TRUE,amathullah Siddiqui,,AmathullahS,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1075359935523897345/CvmCxyEL_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['https://t.co/RmVHQy1B92', '#CAASupport', '#CAB_NRC']","['https://t.co/RmVHQy1B92', '#CAASupport', '#CAB_NRC']",0,0,2,0,1,"CAASupport 
CAB_NRC",0,2
356,"@rahulnamo1700 सरकार को केवल वोट देकर खाली हो जाना सही नहीं है , राष्ट्रहित में  सड़क पर आना ही पड़ता है ।

#CAASupport",19-12-2019 14:48,,hi,,,2675,744,🚩🚩 Nationalist 🇮🇳 🇮🇳  ।। interested in politics and scientific Technology ।।  and interested in playing cricket  ।। and reading historical books.,,1.17E+18,17-09-2019 04:45,FALSE,FALSE,,0,36,FALSE,,25,TRUE,Kumar Umesh,,UmeshKu15158067,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1206983703970238464/6idIgV0J_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['@rahulnamo1700', 'सरक', 'ा', 'र', 'क', 'ो', 'क', 'े', 'वल', 'व', 'ो', 'ट', 'द', 'े', 'कर', 'ख', 'ा', 'ल', 'ी', 'ह', 'ो', 'ज', 'ा', 'न', 'ा', 'सह', 'ी', 'नह', 'ी', 'ं', 'ह', 'ै', ',', 'र', 'ा', 'ष', '्', 'ट', '्', 'रह', 'ि', 'त', 'म', 'े', 'ं', 'सड', '़', 'क', 'पर', 'आन', 'ा', 'ह', 'ी', 'पड', '़', 'त', 'ा', 'ह', 'ै', '।', '#CAASupport']","['@rahulnamo1700', 'सरक', 'ा', 'र', 'क', 'ो', 'क', 'े', 'वल', 'व', 'ो', 'ट', 'द', 'े', 'कर', 'ख', 'ा', 'ल', 'ी', 'ह', 'ो', 'ज', 'ा', 'न', 'ा', 'सह', 'ी', 'नह', 'ी', 'ं', 'ह', 'ै', ',', 'र', 'ा', 'ष', '्', 'ट', '्', 'रह', 'ि', 'त', 'म', 'े', 'ं', 'सड', '़', 'क', 'पर', 'आन', 'ा', 'ह', 'ी', 'पड', '़', 'त', 'ा', 'ह', 'ै', '।', '#CAASupport']",0,0,1,1,0," सरकार को केवल वोट देकर खाली हो जाना सही नहीं है  राष्ट्रहित में  सड़क पर आना ही पड़ता है ।

CAASupport",0,32
357,"प्रर्दशनकारियो का बस एक उपाय,
कूटे बलभर पुलिस सुताय।
#CAASupport",19-12-2019 14:48,,ne,,,34731,7923,"इंकलाब शब्द नही, नशा है साहेब

हर किसी को चढ़ता नही,🇮🇳
और जिसे चढ़ जाये, उसका उतरता नही!🙏

💪इंकलाब 🗣️जिन्दाबाद","Amethi, India",3075323438,12-03-2015 14:49,FALSE,FALSE,http://narendramodi.in,0,8104,FALSE,,6988,TRUE,अमरचन्द मौर्य 🗣️ 🇮🇳 8.1 K Follow Back 💯 %,,acmaurya66,TRUE,C0DEED,http://pbs.twimg.com/profile_images/1205172867840655360/XmuCUdKo_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['प', '्', 'रर', '्', 'दशनक', 'ा', 'र', 'ि', 'य', 'ो', 'क', 'ा', 'बस', 'एक', 'उप', 'ा', 'य', ',', 'क', 'ू', 'ट', 'े', 'बलभर', 'प', 'ु', 'ल', 'ि', 'स', 'स', 'ु', 'त', 'ा', 'य', '।', '#CAASupport']","['प', '्', 'रर', '्', 'दशनक', 'ा', 'र', 'ि', 'य', 'ो', 'क', 'ा', 'बस', 'एक', 'उप', 'ा', 'य', ',', 'क', 'ू', 'ट', 'े', 'बलभर', 'प', 'ु', 'ल', 'ि', 'स', 'स', 'ु', 'त', 'ा', 'य', '।', '#CAASupport']",0,0,1,0,0,"प्रर्दशनकारियो का बस एक उपाय
कूटे बलभर पुलिस सुताय।
CAASupport",0,20
358,@narendramodi #WeSupportCAA #wesupportNRC hum aapke saath h,19-12-2019 14:48,,in,,,1535,831,"kabhi chit kabhi pat Babban mare sata sat😎
Parshuram ji ka saath h
Bhumihaar Brahman jaat h",Antarctica,9.02E+17,28-08-2017 13:32,FALSE,FALSE,http://www.babbanhaidilkaraja.com,0,16,FALSE,,209,TRUE,Choclaterine Boi Babban,,nonvegbrahmarsi,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1187069809483108358/N5HRu33N_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['@narendramodi', '#WeSupportCAA', '#wesupportNRC', 'hum', 'aapke', 'saath', 'h']","['@narendramodi', '#WeSupportCAA', '#wesupportNRC', 'hum', 'aapke', 'saath', 'h']",0,0,2,1,0, WeSupportCAA wesupportNRC hum aapke saath h,0,6
359,So now Congress is sending in their people to join the protests ..,19-12-2019 14:48,,en,,,4627,32950,"Proud Indian.
Management Consltnt.
 National Awardee .
 Author of Branded Hospitality in India. 
Golfer.
RTs not endrsmnts.",,8.56E+17,22-04-2017 11:52,FALSE,FALSE,,6,1832,FALSE,,4791,TRUE,Egghead. Modi hai to mumkin hai,,Egghead75953770,TRUE,F5F8FA,http://pbs.twimg.com/profile_images/1202766464748597250/RuIl5WoN_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['So', 'now', 'Congress', 'is', 'sending', 'in', 'their', 'people', 'to', 'join', 'the', 'protests', '.', '.']","['Congress', 'sending', 'people', 'join', 'protests', '.', '.']",0,0,0,0,0,So now Congress is sending in their people to join the protests ,0,12
360,"Truth Revealed
#CAASupport 
#CitizenshipAmmendmentAct 
#",19-12-2019 14:48,,en,,,1434,787,भाजपा सेवक,Nagpur,430018446,06-12-2011 17:29,FALSE,FALSE,,0,79,FALSE,,219,FALSE,Nishidh Raichura,,Nishidh_R,TRUE,C0DEED,http://pbs.twimg.com/profile_images/1191944330518368257/zXLTf_Te_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['Truth', 'Revealed', '#CAASupport', '#CitizenshipAmmendmentAct', '#']","['Truth', 'Revealed', '#CAASupport', '#CitizenshipAmmendmentAct', '#']",0,0,3,0,0,"Truth Revealed
CAASupport 
CitizenshipAmmendmentAct 
",0,4
361,"Nagardevi of Ahmedabad is devi bhadrakali, time to invoke mataji i guess #CAASupport https://t.co/Oo8cU41dOY",19-12-2019 14:48,,und,,,541,1404,"Libertarian, 420, right leaning,doc,",heaven,1.11E+18,14-03-2019 08:19,FALSE,FALSE,,0,31,FALSE,,301,TRUE,Saviour's waifu 🌈🍀💉,,stonedcartman,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1206654687853740033/W5r2vLi5_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['Nagardevi', 'of', 'Ahmedabad', 'is', 'devi', 'bhadrakali', ',', 'time', 'to', 'invoke', 'mataji', 'i', 'guess', '#CAASupport', 'https://t.co/Oo8cU41dOY']","['Nagardevi', 'Ahmedabad', 'devi', 'bhadrakali', ',', 'time', 'invoke', 'mataji', 'guess', '#CAASupport', 'https://t.co/Oo8cU41dOY']",0,0,1,0,1,Nagardevi of Ahmedabad is devi bhadrakali time to invoke mataji i guess CAASupport ,0,13
362,"बहुत कम मिलते है सच्चे मुसलमान
हर कोई #अब्दूल_कलाम थोडे है 
हिन्दू भी होते है गद्दारे वतन 
कन्हैया, बरखा, रविश ये स… https://t.co/RA5RffRN11",19-12-2019 14:48,,hi,,,22,229,"I am an Indian and
I am proud to be an Indian.

JAY HIND 🇮🇳",,1.18E+18,16-10-2019 05:59,FALSE,FALSE,,0,9,FALSE,,36,TRUE,Ravi Bhargava,,rv_hindu,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1184348474407415814/S8F5NSWb_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['बह', 'ु', 'त', 'कम', 'म', 'ि', 'लत', 'े', 'ह', 'ै', 'सच', '्', 'च', 'े', 'म', 'ु', 'सलम', 'ा', 'न', 'हर', 'क', 'ो', 'ई', '#अब', '्', 'द', 'ू', 'ल_कल', 'ा', 'म', 'थ', 'ो', 'ड', 'े', 'ह', 'ै', 'ह', 'ि', 'न', '्', 'द', 'ू', 'भ', 'ी', 'ह', 'ो', 'त', 'े', 'ह', 'ै', 'गद', '्', 'द', 'ा', 'र', 'े', 'वतन', 'कन', '्', 'ह', 'ै', 'य', 'ा', ',', 'बरख', 'ा', ',', 'रव', 'ि', 'श', 'य', 'े', 'स', '…', 'https://t.co/RA5RffRN11']","['बह', 'ु', 'त', 'कम', 'म', 'ि', 'लत', 'े', 'ह', 'ै', 'सच', '्', 'च', 'े', 'म', 'ु', 'सलम', 'ा', 'न', 'हर', 'क', 'ो', 'ई', '#अब', '्', 'द', 'ू', 'ल_कल', 'ा', 'म', 'थ', 'ो', 'ड', 'े', 'ह', 'ै', 'ह', 'ि', 'न', '्', 'द', 'ू', 'भ', 'ी', 'ह', 'ो', 'त', 'े', 'ह', 'ै', 'गद', '्', 'द', 'ा', 'र', 'े', 'वतन', 'कन', '्', 'ह', 'ै', 'य', 'ा', ',', 'बरख', 'ा', ',', 'रव', 'ि', 'श', 'य', 'े', 'स', '…', 'https://t.co/RA5RffRN11']",0,0,1,0,1,"बहुत कम मिलते है सच्चे मुसलमान
हर कोई अब्दूल_कलाम थोडे है 
हिन्दू भी होते है गद्दारे वतन 
कन्हैया बरखा रविश ये स… ",0,40
363,"@tehseenp @MODIfiedVikas @Iyervval After squeezing out that much, i was concerned if you were able to come back in.… https://t.co/ZKb79NcXrq",19-12-2019 14:48,,en,,,501,1065,Cricket lover. Ardent fan of Arijit Singh. Techie. Engineer. MBA. Right wing believer. Nationalist. Hate reservation system. Hate corrupt politicians.,Gurgaon,88847349,10-11-2009 04:07,FALSE,FALSE,,2,135,FALSE,,161,FALSE,Saurabh Sinha,,saurabhsinha110,TRUE,C6E2EE,http://pbs.twimg.com/profile_images/1120764682875359236/oe01s_3v_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['@tehseenp', '@MODIfiedVikas', '@Iyervval', 'After', 'squeezing', 'out', 'that', 'much', ',', 'i', 'was', 'concerned', 'if', 'you', 'were', 'able', 'to', 'come', 'back', 'in', '.', '…', 'https://t.co/ZKb79NcXrq']","['@tehseenp', '@MODIfiedVikas', '@Iyervval', 'squeezing', 'much', ',', 'concerned', 'able', 'come', 'back', '.', '…', 'https://t.co/ZKb79NcXrq']",0,0,0,3,1,   After squeezing out that much i was concerned if you were able to come back in… ,0,16
364,@snikhil_social @AdityaRajKaul @PrajwalBusta @KapilMishra_IND @smyltr @amritabhinder @buzzindelhi @KailashOnline… https://t.co/M7VMn8pg8V,19-12-2019 14:48,,hi,,,2676,745,🚩🚩 Nationalist 🇮🇳 🇮🇳  ।। interested in politics and scientific Technology ।।  and interested in playing cricket  ।। and reading historical books.,,1.17E+18,17-09-2019 04:45,FALSE,FALSE,,0,36,FALSE,,25,TRUE,Kumar Umesh,,UmeshKu15158067,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1206983703970238464/6idIgV0J_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['@snikhil_social', '@AdityaRajKaul', '@PrajwalBusta', '@KapilMishra_IND', '@smyltr', '@amritabhinder', '@buzzindelhi', '@KailashOnline', '…', 'https://t.co/M7VMn8pg8V']","['@snikhil_social', '@AdityaRajKaul', '@PrajwalBusta', '@KapilMishra_IND', '@smyltr', '@amritabhinder', '@buzzindelhi', '@KailashOnline', '…', 'https://t.co/M7VMn8pg8V']",0,0,0,8,1,       … ,0,0
365,"#CAASupport 
God help this illiterate country who can't take decision for their own progress but look for a india i… https://t.co/trdFLmyRtN",19-12-2019 14:48,,en,,,7,147,,pune,337693027,18-07-2011 12:47,FALSE,FALSE,,0,9,FALSE,,5,TRUE,venkatraman,,venkatraman26,TRUE,C0DEED,http://pbs.twimg.com/profile_images/1450267058/venkat_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['#CAASupport', 'God', 'help', 'this', 'illiterate', 'country', 'who', ""can't"", 'take', 'decision', 'for', 'their', 'own', 'progress', 'but', 'look', 'for', 'a', 'india', 'i', '…', 'https://t.co/trdFLmyRtN']","['#CAASupport', 'God', 'help', 'illiterate', 'country', ""can't"", 'take', 'decision', 'progress', 'look', 'india', '…', 'https://t.co/trdFLmyRtN']",0,0,1,0,1,"CAASupport 
God help this illiterate country who can't take decision for their own progress but look for a india i… ",0,21
366,"https://t.co/e2Rjbb46mb
Please listen to the true advice of Police Officer #TanveerAhmed #ISupportCAA 
@BDUTT… https://t.co/JDkHXTsdM0",19-12-2019 14:48,,en,,,3742,5398,,"Bengaluru, India",43928041,01-06-2009 17:35,FALSE,FALSE,,2,227,FALSE,,204,FALSE,Prasanna M R ಪ್ರಸನ್ನ,,Prasannamr,TRUE,0,http://pbs.twimg.com/profile_images/1043549639591579648/SYZs_vIn_normal.jpg,,1.21E+18,0,FALSE,Twitter Web App,FALSE,0,"['https://t.co/e2Rjbb46mb', 'Please', 'listen', 'to', 'the', 'true', 'advice', 'of', 'Police', 'Officer', '#TanveerAhmed', '#ISupportCAA', '@BDUTT', '…', 'https://t.co/JDkHXTsdM0']","['https://t.co/e2Rjbb46mb', 'Please', 'listen', 'true', 'advice', 'Police', 'Officer', '#TanveerAhmed', '#ISupportCAA', '@BDUTT', '…', 'https://t.co/JDkHXTsdM0']",0,0,2,1,2,"Please listen to the true advice of Police Officer TanveerAhmed ISupportCAA 
… ",0,11
367,@kapsology 😅😅😅😅😅,19-12-2019 14:48,,und,,,1661,1693,,,9.74E+17,13-03-2018 15:13,FALSE,FALSE,,0,61,FALSE,,223,TRUE,Rohit Mishra,,punditsays,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1205936052545830912/yG2aRQt6_normal.jpg,,1.21E+18,0,FALSE,Twitter Web App,FALSE,0,"['@kapsology', '😅', '😅', '😅', '😅', '😅']","['@kapsology', '😅', '😅', '😅', '😅', '😅']",0,0,0,1,0, 😅😅😅😅😅,0,0
368,Sun lo chamcho dhyaan se,19-12-2019 14:48,,hi,,,37046,16113,,,3141827161,06-04-2015 11:53,FALSE,FALSE,,1,222,FALSE,,613,TRUE,Ravi BHARAT Agarwal,,raviagarwal207,FALSE,C0DEED,http://pbs.twimg.com/profile_images/893067561486516224/cP1USliQ_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['Sun', 'lo', 'chamcho', 'dhyaan', 'se']","['Sun', 'lo', 'chamcho', 'dhyaan', 'se']",0,0,0,0,0,Sun lo chamcho dhyaan se,0,5
369,"बहुसंख्यक है जो वहां क्यों यहाँ आकर अल्पसंख्यक बनान चाहते है यहाँ 
-सचिन भावसार
जवाब दो

I am against Ghajwa-E-Hind… https://t.co/pVQwqvUZsR",19-12-2019 14:48,,und,,,310,4376,An Indian (एक हिंदुस्तानी),,8.01E+17,22-11-2016 15:39,FALSE,FALSE,,0,43,FALSE,,82,TRUE,Sachin Bhawsar,,SachinBhawsar16,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/801089064308916226/Ub1Pyp8H_normal.jpg,,1.21E+18,0,FALSE,Twitter Web App,FALSE,0,"['बह', 'ु', 'स', 'ं', 'ख', '्', 'यक', 'ह', 'ै', 'ज', 'ो', 'वह', 'ा', 'ं', 'क', '्', 'य', 'ो', 'ं', 'यह', 'ा', 'ँ', 'आकर', 'अल', '्', 'पस', 'ं', 'ख', '्', 'यक', 'बन', 'ा', 'न', 'च', 'ा', 'हत', 'े', 'ह', 'ै', 'यह', 'ा', 'ँ', '-', 'सच', 'ि', 'न', 'भ', 'ा', 'वस', 'ा', 'र', 'जव', 'ा', 'ब', 'द', 'ो', 'I', 'am', 'against', 'Ghajwa-E-Hind', '…', 'https://t.co/pVQwqvUZsR']","['बह', 'ु', 'स', 'ं', 'ख', '्', 'यक', 'ह', 'ै', 'ज', 'ो', 'वह', 'ा', 'ं', 'क', '्', 'य', 'ो', 'ं', 'यह', 'ा', 'ँ', 'आकर', 'अल', '्', 'पस', 'ं', 'ख', '्', 'यक', 'बन', 'ा', 'न', 'च', 'ा', 'हत', 'े', 'ह', 'ै', 'यह', 'ा', 'ँ', '-', 'सच', 'ि', 'न', 'भ', 'ा', 'वस', 'ा', 'र', 'जव', 'ा', 'ब', 'द', 'ो', 'Ghajwa-E-Hind', '…', 'https://t.co/pVQwqvUZsR']",0,0,0,0,1,"बहुसंख्यक है जो वहां क्यों यहाँ आकर अल्पसंख्यक बनान चाहते है यहाँ 
-सचिन भावसार
जवाब दो

I am against Ghajwa-E-Hind… ",0,35
370,https://t.co/sRnodXFUXJ,19-12-2019 14:48,,und,,,0,2,@modi 2024,,1.21E+18,19-12-2019 14:35,FALSE,FALSE,,0,0,FALSE,,46,TRUE,RAKESH RAY,,RAKESHR48194029,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1207670928282464256/uO4T6pLZ_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,['https://t.co/sRnodXFUXJ'],['https://t.co/sRnodXFUXJ'],0,0,0,0,1,,0,0
371,@TimesNow @ArvindKejriwal No rollback..... #ISupportCAA,19-12-2019 14:48,,en,,,1524,3745,All Comedy is here.... Hoaxford Graduate,,1.17E+18,06-09-2019 04:41,FALSE,FALSE,,0,90,FALSE,,183,TRUE,Al Jeera News 🌐,,al_jeera,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1170385374662676480/CflfR4C9_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['@TimesNow', '@ArvindKejriwal', 'No', 'rollback', '.', '.', '.', '.', '.', '#ISupportCAA']","['@TimesNow', '@ArvindKejriwal', 'rollback', '.', '.', '.', '.', '.', '#ISupportCAA']",0,0,1,2,0,  No rollback ISupportCAA,0,3
372,#CAASupport https://t.co/BiO9jvl1nv,19-12-2019 14:48,,und,,,618,925,,"Rajasthan, India",1.02E+18,02-08-2018 03:52,FALSE,FALSE,,0,68,FALSE,,739,TRUE,Hanuman Singh Rajawat,,Hanuman61556162,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1179628417500635136/eQ1Fayfl_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['#CAASupport', 'https://t.co/BiO9jvl1nv']","['#CAASupport', 'https://t.co/BiO9jvl1nv']",0,0,1,0,1,CAASupport ,0,1
373,"@Sootradhar सरकार को केवल वोट देकर खाली हो जाना सही नहीं है , राष्ट्रहित में  सड़क पर आना ही पड़ता है ।

#CAASupport",19-12-2019 14:48,,hi,,,2677,746,🚩🚩 Nationalist 🇮🇳 🇮🇳  ।। interested in politics and scientific Technology ।।  and interested in playing cricket  ।। and reading historical books.,,1.17E+18,17-09-2019 04:45,FALSE,FALSE,,0,36,FALSE,,25,TRUE,Kumar Umesh,,UmeshKu15158067,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1206983703970238464/6idIgV0J_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['@Sootradhar', 'सरक', 'ा', 'र', 'क', 'ो', 'क', 'े', 'वल', 'व', 'ो', 'ट', 'द', 'े', 'कर', 'ख', 'ा', 'ल', 'ी', 'ह', 'ो', 'ज', 'ा', 'न', 'ा', 'सह', 'ी', 'नह', 'ी', 'ं', 'ह', 'ै', ',', 'र', 'ा', 'ष', '्', 'ट', '्', 'रह', 'ि', 'त', 'म', 'े', 'ं', 'सड', '़', 'क', 'पर', 'आन', 'ा', 'ह', 'ी', 'पड', '़', 'त', 'ा', 'ह', 'ै', '।', '#CAASupport']","['@Sootradhar', 'सरक', 'ा', 'र', 'क', 'ो', 'क', 'े', 'वल', 'व', 'ो', 'ट', 'द', 'े', 'कर', 'ख', 'ा', 'ल', 'ी', 'ह', 'ो', 'ज', 'ा', 'न', 'ा', 'सह', 'ी', 'नह', 'ी', 'ं', 'ह', 'ै', ',', 'र', 'ा', 'ष', '्', 'ट', '्', 'रह', 'ि', 'त', 'म', 'े', 'ं', 'सड', '़', 'क', 'पर', 'आन', 'ा', 'ह', 'ी', 'पड', '़', 'त', 'ा', 'ह', 'ै', '।', '#CAASupport']",0,0,1,1,0," सरकार को केवल वोट देकर खाली हो जाना सही नहीं है  राष्ट्रहित में  सड़क पर आना ही पड़ता है ।

CAASupport",0,32
374,@ANINewsUP It's their style of non-violent protest. #CAASupport,19-12-2019 14:48,,en,,,66,2003,I’m at the point where I’m so used to everything. I don’t even care anymore.,Mumbai,380702710,27-09-2011 02:45,FALSE,FALSE,http://www.facebook.com/ankit9100,6,63,FALSE,,930,FALSE,Ankit Mishra,,ankit9100,TRUE,642D8B,http://pbs.twimg.com/profile_images/1160928797845118976/5D2ztUYe_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['@ANINewsUP', ""It's"", 'their', 'style', 'of', 'non-violent', 'protest', '.', '#CAASupport']","['@ANINewsUP', 'style', 'non-violent', 'protest', '.', '#CAASupport']",0,0,1,1,0, It's their style of non-violent protest CAASupport,0,9
375,#CAASupport,19-12-2019 14:48,,und,,,24132,9064,"If you make loud smacking noises or slurp your drinks, get lost.

Be kind & ALWAYS look for humor in situations💛  Swiftie & a proud Gryffindor :')",Anywhere funny,2810780648,15-09-2014 06:24,FALSE,FALSE,http://Soulsexuals.wordpress.com/,8,425,FALSE,,1091,TRUE,Potterheadisme✦,,Potterheadismee,FALSE,C0DEED,http://pbs.twimg.com/profile_images/1180457220317663232/AvBwrLji_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,['#CAASupport'],['#CAASupport'],0,0,1,0,0,CAASupport,0,1
376,"https://t.co/bZ4zJYgVM9
#AmitShahOnTimesNow
https://t.co/4Ra8adKcSM
#AmitShahOnAajtak
https://t.co/AW0KSLw2MH… https://t.co/PwIdWLCf5o",19-12-2019 14:48,,hi,,,23323,324930,,Bangalore,751694654,11-08-2012 18:25,FALSE,FALSE,,162,680,FALSE,,680,TRUE,Sadhuram Agrawal,,AgrawalSadhuram,TRUE,C0DEED,http://pbs.twimg.com/profile_images/984541918674739200/PVtR822a_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['https://t.co/bZ4zJYgVM9', '#AmitShahOnTimesNow', 'https://t.co/4Ra8adKcSM', '#AmitShahOnAajtak', 'https://t.co/AW0KSLw2MH', '…', 'https://t.co/PwIdWLCf5o']","['https://t.co/bZ4zJYgVM9', '#AmitShahOnTimesNow', 'https://t.co/4Ra8adKcSM', '#AmitShahOnAajtak', 'https://t.co/AW0KSLw2MH', '…', 'https://t.co/PwIdWLCf5o']",0,0,2,0,4,"AmitShahOnTimesNow
AmitShahOnAajtak
",0,2
377,"तुम्हारे पास जामिया है, जेएनयू है, एएमयू है... 12 चैनल, 22 अख़बार और 72 वेबसाइट हैं। हमारे पास इस बच्ची की मुस्कान… https://t.co/RtPekzcAbS",19-12-2019 14:48,,hi,,,28762,11100,"@narendramodi , भारतीय सेना का दीवाना🇮🇳और RSS विचारक 🚩जय जय श्री राम 🚩
followed by :- @PiyushGoyalOffc , @VijayGoelOffice #MainBhiChowkidar 😍","Jodhpur, India",7.14E+17,27-03-2016 03:15,FALSE,FALSE,,2,900,FALSE,,443,TRUE,गोपाल सिंह राजपुरोहित,,Gopalrajdoli,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1195588426885517312/_xdHFMfk_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['त', 'ु', 'म', '्', 'ह', 'ा', 'र', 'े', 'प', 'ा', 'स', 'ज', 'ा', 'म', 'ि', 'य', 'ा', 'ह', 'ै', ',', 'ज', 'े', 'एनय', 'ू', 'ह', 'ै', ',', 'एएमय', 'ू', 'ह', 'ै', '.', '.', '.', '12', 'च', 'ै', 'नल', ',', '22', 'अख', '़', 'ब', 'ा', 'र', 'और', '72', 'व', 'े', 'बस', 'ा', 'इट', 'ह', 'ै', 'ं', '।', 'हम', 'ा', 'र', 'े', 'प', 'ा', 'स', 'इस', 'बच', '्', 'च', 'ी', 'क', 'ी', 'म', 'ु', 'स', '्', 'क', 'ा', 'न', '…', 'https://t.co/RtPekzcAbS']","['त', 'ु', 'म', '्', 'ह', 'ा', 'र', 'े', 'प', 'ा', 'स', 'ज', 'ा', 'म', 'ि', 'य', 'ा', 'ह', 'ै', ',', 'ज', 'े', 'एनय', 'ू', 'ह', 'ै', ',', 'एएमय', 'ू', 'ह', 'ै', '.', '.', '.', '12', 'च', 'ै', 'नल', ',', '22', 'अख', '़', 'ब', 'ा', 'र', 'और', '72', 'व', 'े', 'बस', 'ा', 'इट', 'ह', 'ै', 'ं', '।', 'हम', 'ा', 'र', 'े', 'प', 'ा', 'स', 'इस', 'बच', '्', 'च', 'ी', 'क', 'ी', 'म', 'ु', 'स', '्', 'क', 'ा', 'न', '…', 'https://t.co/RtPekzcAbS']",0,0,0,0,1,तुम्हारे पास जामिया है जेएनयू है एएमयू है 12 चैनल 22 अख़बार और 72 वेबसाइट हैं। हमारे पास इस बच्ची की मुस्कान… ,0,40
